Input	Result	BioCyc Common-Name	BioCyc	Kegg	ChEBI	PubChem	HMDB	ChemSpider	MetaboLights	MetaNetX	BiGG	Seed	Inchi
Kegg:C0314	success	N-formyl-L-methionine	N-FORMYLMETHIONINE	C03145	57809	5288223	HMDB01015	 	 	MNXM3316	 	cpd02012	InChI=1S/C6H11NO3S/c1-11-3-2-5(6(9)10)7-4-8/h4-5H,2-3H2,1H3,(H,7,8)(H,9,10)/p-1/t5-/m0/s1
Kegg:C0341	success	N-glycolylneuraminate	CPD-273	C03410	29025	16738688	HMDB00833	 	 	MNXM5842	 	cpd02155	InChI=1S/C11H19NO10/c13-2-5(16)8(18)9-7(12-6(17)3-14)4(15)1-11(21,22-9)10(19)20/h4-5,7-9,13-16,18,21H,1-3H2,(H,12,17)(H,19,20)/p-1/t4-,5+,7+,8+,9+,11?/m0/s1
Kegg:C0584	unknown	
Kegg:C0249	success	1-methyladenosine	1-METHYLADENOSINE	C02494	16020	27476	HMDB03331	228756	MTBLC16020	MNXM4237	 	cpd01637	InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1
Kegg:C1298	success	N2-acetyl-L-Lysine	N-ACETYL-L-LYSINE	C12989	61512	131841534	 	 	MTBLC61512	MNXM2406	 	cpd09352	InChI=1S/C9H18N2O3/c1-7(12)11-8(9(13)14)5-3-2-4-6-10/h8H,2-6,10H2,1H3,(H,11,12)(H,13,14)/t8-/m0/s1
Kegg:C0272	success	N6-acetyl-L-lysine	CPD-567	C02727	58260	6991978	HMDB00206	 	MTBLC58260	MNXM1574	 	 	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1
Kegg:C0015	success	nicotinamide	NIACINAMIDE	C00153	17154	936	HMDB01406	911	MTBLC17154	MNXM216	ncam	cpd00133	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)
Kegg:C0000	success	NAD+	NAD	C00003	57540	15938971	HMDB00902	10239196	MTBLC57540	MNXM8	nad	cpd00003	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p-1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1
Kegg:C0000	success	NADH	NADH	C00004	57945	21604869	HMDB01487	10239197	MTBLC57945	MNXM10	nadh	cpd00004	InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1
Kegg:C0045	success	beta-nicotinamide D-ribonucleotide	NICOTINAMIDE_NUCLEOTIDE	C00455	14649	23617374	HMDB00229	19954080	MTBLC14649	MNXM355	nmn	cpd00355	InChI=1S/C11H15N2O8P/c12-10(16)6-2-1-3-13(4-6)11-9(15)8(14)7(21-11)5-20-22(17,18)19/h1-4,7-9,11,14-15H,5H2,(H3-,12,16,17,18,19)/p-1/t7-,8-,9-,11-/m1/s1
Kegg:C0315	success	1-(beta-D ribofuranosyl)nicotinamide	NICOTINAMIDE_RIBOSE	C03150	15927	439924	HMDB00855	915	MTBLC15927	MNXM1115	 	cpd02016	InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1
Kegg:C0283	success	O-octanoyl-L-carnitine	L-OCTANOYLCARNITINE	C02838	18102	11953814	HMDB00791	10128115	MTBLC18102	MNXM4211	 	cpd01833	InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1
Kegg:C1967	success	oleamide	CPD6666-1	C19670	116314	5283387	HMDB02117	4446508	MTBLC116314	MNXM5250	 	cpd20918	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-
Kegg:C0007	success	L-ornithine	L-ORNITHINE	C00077	46911	6992088	HMDB00214	5360242	MTBLC46911	MNXM89689	orn	 	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1/t4-/m0/s1
Kegg:C0029	success	orotate	OROTATE	C00295	30839	1492348	HMDB00226	 	MTBLC30839	MNXM235	orot	cpd00247	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)/p-1
Kegg:C0110	success	orotidine 5'-phosphate	OROTIDINE-5-PHOSPHATE	C01103	57538	46878393	HMDB00218	 	MTBLC57538	MNXM519	orot5p	cpd00810	InChI=1S/C10H13N2O11P/c13-5-1-3(9(16)17)12(10(18)11-5)8-7(15)6(14)4(23-8)2-22-24(19,20)21/h1,4,6-8,14-15H,2H2,(H,16,17)(H,11,13,18)(H2,19,20,21)/p-3/t4-,6-,7-,8-/m1/s1
Kegg:C0020	success	oxalate	OXALATE	C00209	30623	71081	HMDB02329	64235	MTBLC30623	MNXM291	 	cpd00180	InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2
Kegg:C0003	success	oxaloacetate	OXALACETIC_ACID	C00036	16452	164550	HMDB00223	144251	MTBLC16452	MNXM46	oaa	cpd00032	InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2
Kegg:C0146	success	4-methylphenol	CPD-108	C01468	17847	2879	HMDB01858	13285340	MTBLC17847	MNXM828	 	cpd01042	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3
Kegg:C0024	success	palmitate	PALMITATE	C00249	7896	504166	HMDB00220	440215	MTBLC7896	MNXM108	hdca	cpd00214	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1
Kegg:C0836	success	palmitoleate	CPD-9245	C08362	32372	5461012	HMDB03229	4574392	MTBLC32372	MNXM162245	 	cpd05274	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/p-1/b8-7-
Kegg:C1651	success	palmitoyl ethanolamide	CPD-20399	C16512	71464	4671	 	 	 	 	 	 	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)
Kegg:C0299	success	O-palmitoyl-L-carnitine	CPD-419	C02990	17490	11953816	HMDB00222	16016	MTBLC17490	MNXM787	 	cpd01915	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1
Kegg:C0086	success	(R)-pantothenate	PANTOTHENATE	C00864	29032	167945	HMDB00210	146912	 	MNXM364	pnto__R	cpd00644	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1/t7-/m0/s1
Kegg:C0218	unknown	
Kegg:C0559	success	phenylacetylglycine	CPD-11715	C05598	60874	4229702	HMDB00821	3438658	 	MNXM4775	 	cpd03325	InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)/p-1
Kegg:C0007	success	L-phenylalanine	PHE	C00079	58095	6925665	HMDB00159	 	MTBLC58095	MNXM97	phe__L	 	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1
Kegg:C0560	success	(R)-3-(phenyl)lactate	CPD-5921	C05607	11009	5461132	HMDB00563	4574471	 	 	 	 	InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/p-1/t8-/m1/s1
Kegg:C0000	success	phosphoric acid	CPD-20124	C00009	26078	1004	 	 	 	 	 	 	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)
Kegg:C0034	success	O-phosphoethanolamine	PHOSPHORYL-ETHANOLAMINE	C00346	58190	7059434	HMDB00224	5415641	MTBLC58190	MNXM187	 	cpd00285	InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)/p-1
Kegg:C0040	success	L-pipecolate	L-PIPECOLATE	C00408	61185	6931663	HMDB00716	 	MTBLC61185	MNXM684	 	cpd00323	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1
Kegg:C0014	success	L-proline	PRO	C00148	60039	6971047	HMDB00162	 	MTBLC60039	MNXM114	pro__L	 	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1
Kegg:C0301	unknown	
Kegg:C0058	success	prostaglandin E2	5Z13E-15S-1115-DIHYDROXY-9-OXOPROS	C00584	606564	11865423	HMDB01220	 	MTBLC15551	MNXM661	 	cpd00454	InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/p-1/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1
Kegg:C0206	success	pseudouridine	CPD-497	C02067	17802	15047	HMDB00767	14319	MTBLC17802	MNXM4794	 	cpd01405	InChI=1S/C9H12N2O6/c12-2-4-5(13)6(14)7(17-4)3-1-10-9(16)11-8(3)15/h1,4-7,12-14H,2H2,(H2,10,11,15,16)/t4-,5-,6-,7+/m1/s1
Kegg:C0071	success	2-amino-4-oxopteridine	CPD-16478	C00715	44992	135398660	HMDB00802	 	 	MNXM2922	 	cpd00538	InChI=1S/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)
Kegg:C0013	success	putrescine	PUTRESCINE	C00134	326268	3452892	HMDB01414	2695170	MTBLC326268	MNXM118	ptrc	 	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2
Kegg:C0025	success	pyridoxal	PYRIDOXAL	C00250	17310	1050	HMDB01545	1021	MTBLC17310	MNXM311	pydx	cpd00215	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3
Kegg:C0084	success	4-pyridoxate	CPD-1112	C00847	30959	54718174	HMDB00017	4573868	MTBLC30959	MNXM1530	 	cpd00631	InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)/p-1
Kegg:C0002	success	pyruvate	PYRUVATE	C00022	15361	107735	HMDB00243	96901	MTBLC15361	MNXM23	pyr	cpd00020	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1
Kegg:C0047	success	ribitol	RIBITOL	C00474	15963	 	HMDB00508	 	MTBLC15963	MNXM1820	 	cpd00366	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-
Kegg:C0025	success	riboflavin	RIBOFLAVIN	C00255	57986	45480541	HMDB00244	108964	 	MNXM270	ribflv	cpd00220	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/p-1/t11-,12+,14-/m0/s1
Kegg:C0168	success	D-ribonate	CPD-373	C01685	17773	5460050	HMDB00867	4573733	 	MNXM4556	 	cpd11932	InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/p-1/t2-,3-,4-/m1/s1
Kegg:C0012	success	D-ribose	RIBOSE	C00121	16988	 	 	 	 	 	 	 	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5-/m0/s1
Kegg:C0062	success	alpha-D-ribose-1-phosphate	RIBOSE-1P	C00620	57720	23615443	HMDB01489	19951495	MTBLC57720	MNXM295	r1p	cpd00475	InChI=1S/C5H11O8P/c6-1-2-3(7)4(8)5(12-2)13-14(9,10)11/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4-,5-/m1/s1
Kegg:C0002	success	S-adenosyl-L-homocysteine	ADENOSYL-HOMO-CYS	C00021	57856	25246222	HMDB00939	 	MTBLC57856	MNXM19	ahcys	cpd00019	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1
Kegg:C0001	success	S-adenosyl-L-methionine	S-ADENOSYLMETHIONINE	C00019	59789	44229224	HMDB01185	 	MTBLC59789	MNXM16	amet	cpd00017	InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27-/m0/s1
Kegg:C1134	success	S-methylglutathione	S-METHYLGLUTATHIONE	C11347	141467	25200497	 	 	 	MNXM81311	 	cpd08203	InChI=1S/C11H19N3O6S/c1-21-5-7(10(18)13-4-9(16)17)14-8(15)3-2-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)/p-1/t6-,7-/m0/s1
Kegg:C0538	success	D-sedoheptulose 7-phosphate	D-SEDOHEPTULOSE-7-P	C05382	57483	46878379	HMDB01068	 	MTBLC57483	MNXM271	s7p	cpd00238	InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1
Kegg:C0006	success	L-serine	SER	C00065	33384	6857581	HMDB00187	 	MTBLC33384	 	ser__L	 	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
Kegg:C0078	success	serotonin	SEROTONIN	C00780	350546	4048638	HMDB00259	3264617	MTBLC350546	MNXM357	 	cpd00579	InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2/p+1
Kegg:C0031	success	spermidine	SPERMIDINE	C00315	57834	6992097	HMDB01257	5360248	MTBLC57834	MNXM124	spmd	cpd00264	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3
Kegg:C0075	success	spermine	SPERMINE	C00750	45725	446718	HMDB01256	394003	MTBLC45725	MNXM408	 	cpd00558	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2/p+4
Kegg:C0031	success	sphingosine	SPHINGOSINE	C00319	57756	46878424	HMDB00252	4444047	MTBLC57756	MNXM203	 	cpd00267	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1/b15-14+/t17-,18+/m0/s1
Kegg:C1017	success	L-proline betaine	CPD-821	C10172	35280	115244	HMDB04827	538	 	MNXM18941	 	cpd07061	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1
Kegg:C0153	success	stearate	STEARIC_ACID	C01530	25629	3033836	HMDB00827	2298422	MTBLC25629	MNXM236	ocdca	cpd01080	InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1
Kegg:C1630	success	stearidonate	CPD-12653	C16300	77222	25245840	HMDB06547	 	 	MNXM5608	 	cpd15016	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10,12-13H,2,5,8,11,14-17H2,1H3,(H,19,20)/p-1/b4-3-,7-6-,10-9-,13-12-
Kegg:C0055	success	a sphingomyelin	Sphingomyelins	C00550	62490	 	 	 	 	MNXM354	 	cpd00431	InChI=1S/C9H21N2O6P/c1-11(2,3)4-5-16-18(14,15)17-7-9(6-12)10-8-13/h8-9,12H,4-7H2,1-3H3,(H-,10,13,14,15)/t9-/m1/s1
Kegg:C0004	success	succinate	SUC	C00042	30031	160419	HMDB00254	140973	MTBLC30031	MNXM25	succ	cpd00036	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2
Kegg:C0005	success	sulfate	SULFATE	C00059	16189	1117	HMDB01448	1085	MTBLC16189	 	so4	 	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2
Kegg:C0089	success	L-tartrate	TARTRATE	C00898	30924	119400	HMDB00956	106644	 	MNXM816	tartr__L	cpd00666	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/p-2/t1-,2-/m1/s1
Kegg:C0024	success	taurine	TAURINE	C00245	507393	4068592	HMDB00251	 	MTBLC507393	MNXM282	taur	cpd00210	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)
Kegg:C0512	success	taurocholate	CPD-3743	C05122	36257	9548794	HMDB00036	7827717	MTBLC36257	MNXM2288	 	cpd03047	InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/p-1/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1
Kegg:C0037	success	thiamine	THIAMINE	C00378	18385	1130	HMDB00235	1098	MTBLC18385	MNXM322	thm	 	InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1
Kegg:C0006	success	thiamine diphosphate	THIAMINE-PYROPHOSPHATE	C00068	58937	15938963	HMDB01372	13082024	 	MNXM256	thmpp	cpd00056	InChI=1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)/p-2
Kegg:C0108	success	thiamine phosphate	THIAMINE-P	C01081	37575	15942892	HMDB02666	13085545	MTBLC37575	MNXM662	thmmp	cpd00793	InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)/p-1
Kegg:C0162	success	L-threonate	L-THREONATE	C01620	57561	21145021	HMDB00943	20015779	MTBLC57561	MNXM1677	 	cpd01138	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3+/m0/s1
Kegg:C0018	success	L-threonine	THR	C00188	57926	6971019	HMDB00167	 	MTBLC57926	MNXM142	thr__L	cpd00161	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1
Kegg:C0021	success	thymidine	THYMIDINE	C00214	17748	5789	HMDB00273	1102	MTBLC17748	MNXM420	thymd	cpd00184	InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1
Kegg:C0017	success	thymine	THYMINE	C00178	17821	1135	HMDB00262	1103	MTBLC17821	MNXM386	thym	cpd00151	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)
Kegg:C0115	success	trans-4-hydroxy-L-proline	4-HYDROXY-L-PROLINE	C01157	58375	6971053	HMDB00725	 	MTBLC58375	 	 	 	InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1
Kegg:C0078	success	urocanate	UROCANATE	C00785	17771	5460052	HMDB00301	4573734	MTBLC17771	MNXM700	 	cpd00581	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/p-1/b2-1+
Kegg:C0100	success	trigonelline	METHYLNICOTINATE	C01004	18123	5570	HMDB00875	5369	MTBLC18123	MNXM4063	 	cpd00737	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3
Kegg:C0007	success	L-tryptophan	TRP	C00078	57912	6923516	HMDB00929	 	MTBLC57912	MNXM94	trp__L	 	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1
Kegg:C0008	success	L-tyrosine	TYR	C00082	58315	6942100	HMDB00158	 	MTBLC58315	MNXM76	tyr__L	 	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1
Kegg:C0005	success	UDP-alpha-D-galactose	CPD-14553	C00052	66914	9549262	HMDB00302	17069	MTBLC66914	MNXM89795	udpgal	 	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/p-2/t5-,6-,8+,9-,10+,11-,12-,13-,14-/m1/s1
Kegg:C0002	success	UDP-alpha-D-glucose	CPD-12575	C00029	58885	16667346	HMDB00286	10239191	 	MNXM722710	udpg	 	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/p-2/t5-,6-,8-,9-,10+,11-,12-,13-,14-/m1/s1
Kegg:C0016	success	UDP-alpha-D-glucuronate	UDP-GLUCURONATE	C00167	58052	25202620	HMDB00935	 	MTBLC58052	MNXM87	udpglcur	cpd00144	InChI=1S/C15H22N2O18P2/c18-5-1-2-17(15(26)16-5)12-9(22)6(19)4(32-12)3-31-36(27,28)35-37(29,30)34-14-10(23)7(20)8(21)11(33-14)13(24)25/h1-2,4,6-12,14,19-23H,3H2,(H,24,25)(H,27,28)(H,29,30)(H,16,18,26)/p-3/t4-,6-,7+,8+,9-,10-,11+,12-,14-/m1/s1
Kegg:C0004	success	UDP-N-acetyl-alpha-D-glucosamine	UDP-N-ACETYL-D-GLUCOSAMINE	C00043	57705	16667373	HMDB00290	17600409	MTBLC57705	MNXM47	uacgam	cpd00037	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/p-2/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1
Kegg:C0010	success	uracil	URACIL	C00106	17568	1174	HMDB00300	1141	MTBLC17568	MNXM158	ura	cpd00092	InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)
Kegg:C0036	success	urate	URATE	C00366	17775	44229235	HMDB00289	 	MTBLC17775	 	urate	 	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)
Kegg:C0008	success	urea	UREA	C00086	16199	1176	HMDB00294	1143	MTBLC16199	MNXM117	 	cpd00073	InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)
Kegg:C0029	success	uridine	URIDINE	C00299	16704	6029	HMDB00296	5807	MTBLC16704	MNXM288	uri	cpd00249	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1
Kegg:C0136	success	uridine 3'-monophosphate	CPD-3724	C01368	60784	23421206	HMDB60282	10463788	MTBLC60784	MNXM2184	3ump	cpd00989	InChI=1S/C9H13N2O9P/c12-3-4-7(20-21(16,17)18)6(14)8(19-4)11-2-1-5(13)10-9(11)15/h1-2,4,6-8,12,14H,3H2,(H,10,13,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1
Kegg:C0001	success	UDP	UDP	C00015	58223	20056717	HMDB00295	16739715	MTBLC58223	MNXM17	udp	cpd00014	InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1
Kegg:C0010	success	UMP	UMP	C00105	57865	1778309	HMDB00288	1399139	MTBLC57865	MNXM80	ump	cpd00091	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1
Kegg:C0235	success	uridine 2'3'-cyclic monophosphate	CPD-3725	C02355	60873	23421171	HMDB11640	10463759	MTBLC60873	MNXM3150	23cump	cpd01572	InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1
Kegg:C0018	success	L-valine	VAL	C00183	57762	6971018	HMDB00883	 	MTBLC57762	MNXM199	val__L	 	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1
