Input	Result	BioCyc Common-Name	BioCyc	Kegg	ChEBI	PubChem	HMDB	ChemSpider	MetaboLights	MetaNetX	BiGG	Seed	Inchi
Kegg:C00780	success	serotonin	SEROTONIN	C00780	350546	4048638	HMDB00259	3264617	MTBLC350546	MNXM357	 	cpd00579	InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2/p+1
Kegg:C00493	success	shikimate	SHIKIMATE	C00493	36208	7057976	HMDB03070	5414360	 	MNXM602	skm	cpd00383	InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/p-1/t4-,5-,6-/m1/s1
Kegg:C00482	success	sinapate	SINAPATE	C00482	30023	54710960	HMDB32616	4573878	 	MNXM1120	 	cpd00373	InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)/p-1/b4-3+
Kegg:C03172	success	S-methyl-L-methionine	CPD-397	C03172	58252	7098638	 	 	 	MNXM1119	mmet	cpd02027	InChI=1S/C6H13NO2S/c1-10(2)4-3-5(7)6(8)9/h5H,3-4,7H2,1-2H3/p+1/t5-/m0/s1
Kegg:C00315	success	spermidine	SPERMIDINE	C00315	57834	6992097	HMDB01257	5360248	MTBLC57834	MNXM124	spmd	cpd00264	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3
Kegg:C00750	success	spermine	SPERMINE	C00750	45725	446718	HMDB01256	394003	MTBLC45725	MNXM408	 	cpd00558	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2/p+4
Kegg:C00042	success	succinate	SUC	C00042	30031	160419	HMDB00254	140973	MTBLC30031	MNXM25	succ	cpd00036	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/p-2
Kegg:C04548	success	(R)-synephrine	1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	C04548	63694	6951208	HMDB04826	4423282	 	MNXM114304	 	cpd01286	InChI=1S/C9H13NO2/c1-10-6-9(12)7-2-4-8(11)5-3-7/h2-5,9-12H,6H2,1H3/p+1/t9-/m0/s1
Kegg:C00245	success	taurine	TAURINE	C00245	507393	4068592	HMDB00251	 	MTBLC507393	MNXM282	taur	cpd00210	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)
Kegg:C05122	success	taurocholate	CPD-3743	C05122	36257	9548794	HMDB00036	7827717	MTBLC36257	MNXM2288	 	cpd03047	InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/p-1/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1
Kegg:C01959	success	taurocyamine	TAUROCYAMINE	C01959	58064	7098628	HMDB03584	 	 	MNXM3363	 	cpd01345	InChI=1S/C3H9N3O3S/c4-3(5)6-1-2-10(7,8)9/h1-2H2,(H4,4,5,6)(H,7,8,9)
Kegg:C06337	success	terephthalate	TEREPHTHALATE	C06337	30043	154269	HMDB02428	135932	 	MNXM2734	 	cpd03778	InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)/p-2
Kegg:C02890	success	(S)-tetrahydropalmatine	TETRAHYDROPALMATINE	C02890	16563	72301	 	65252	MTBLC16563	MNXM3369	 	cpd01851	InChI=1S/C21H25NO4/c1-23-18-6-5-13-9-17-15-11-20(25-3)19(24-2)10-14(15)7-8-22(17)12-16(13)21(18)26-4/h5-6,10-11,17H,7-9,12H2,1-4H3/t17-/m0/s1
Kegg:C00378	success	thiamine	THIAMINE	C00378	18385	1130	HMDB00235	1098	MTBLC18385	MNXM322	thm	 	InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1
Kegg:C01081	success	thiamine phosphate	THIAMINE-P	C01081	37575	15942892	HMDB02666	13085545	MTBLC37575	MNXM662	thmmp	cpd00793	InChI=1S/C12H17N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H3-,13,14,15,17,18,19)/p-1
Kegg:C00188	success	L-threonine	THR	C00188	57926	6971019	HMDB00167	 	MTBLC57926	MNXM142	thr__L	cpd00161	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1
Kegg:C01620	success	L-threonate	L-THREONATE	C01620	57561	21145021	HMDB00943	20015779	MTBLC57561	MNXM1677	 	cpd01138	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/p-1/t2-,3+/m0/s1
Kegg:C00214	success	thymidine	THYMIDINE	C00214	17748	5789	HMDB00273	1102	MTBLC17748	MNXM420	thymd	cpd00184	InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1
Kegg:C00178	success	thymine	THYMINE	C00178	17821	1135	HMDB00262	1103	MTBLC17821	MNXM386	thym	cpd00151	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)
Kegg:C00423	success	cinnamate	CPD-674	C00423	15669	5957728	HMDB00930	4762929	MTBLC15669	MNXM438	cinnm	 	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/p-1/b7-6+
Kegg:C00371	success	trans-zeatin	CPD-4210	C00371	16522	449093	 	395716	MTBLC16522	 	 	 	InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+
Kegg:C03958	unknown	
Kegg:C01004	success	trigonelline	METHYLNICOTINATE	C01004	18123	5570	HMDB00875	5369	MTBLC18123	MNXM4063	 	cpd00737	InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3
Kegg:C01104	success	trimethylamine N-oxide	TRIMETHYLAMINE-N-O	C01104	15724	1145	HMDB00925	1113	MTBLC15724	MNXM437	tmao	cpd00811	InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3
Kegg:C01008	success	trimethyl sulfonium	TRIMETHYLSULFONIUM	C01008	17434	1147	HMDB12295	1115	MTBLC17434	MNXM2438	 	cpd00740	InChI=1S/C3H9S/c1-4(2)3/h1-3H3/q+1
Kegg:C00078	success	L-tryptophan	TRP	C00078	57912	6923516	HMDB00929	 	MTBLC57912	MNXM94	trp__L	 	InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1
Kegg:C00398	success	tryptamine	TRYPTAMINE	C00398	57887	3985862	HMDB00303	3205163	MTBLC57887	MNXM806	 	cpd00318	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2/p+1
Kegg:C00082	success	L-tyrosine	TYR	C00082	58315	6942100	HMDB00158	 	MTBLC58315	MNXM76	tyr__L	 	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1
Kegg:C00483	success	p-tyramine	TYRAMINE	C00483	327995	5249538	HMDB00306	4416910	MTBLC327995	MNXM603	tym	cpd00374	InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2/p+1
Kegg:C00015	success	UDP	UDP	C00015	58223	20056717	HMDB00295	16739715	MTBLC58223	MNXM17	udp	cpd00014	InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1
Kegg:C00029	success	UDP-alpha-D-glucose	CPD-12575	C00029	58885	16667346	HMDB00286	10239191	 	MNXM722710	udpg	 	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/p-2/t5-,6-,8-,9-,10+,11-,12-,13-,14-/m1/s1
Kegg:C00043	success	UDP-N-acetyl-alpha-D-glucosamine	UDP-N-ACETYL-D-GLUCOSAMINE	C00043	57705	16667373	HMDB00290	17600409	MTBLC57705	MNXM47	uacgam	cpd00037	InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/p-2/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1
Kegg:C00105	success	UMP	UMP	C00105	57865	1778309	HMDB00288	1399139	MTBLC57865	MNXM80	ump	cpd00091	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1
Kegg:C00366	success	urate	URATE	C00366	17775	44229235	HMDB00289	 	MTBLC17775	 	urate	 	InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)
Kegg:C00086	success	urea	UREA	C00086	16199	1176	HMDB00294	1143	MTBLC16199	MNXM117	 	cpd00073	InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)
Kegg:C00299	success	uridine	URIDINE	C00299	16704	6029	HMDB00296	5807	MTBLC16704	MNXM288	uri	cpd00249	InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1
Kegg:C00785	success	urocanate	UROCANATE	C00785	17771	5460052	HMDB00301	4573734	MTBLC17771	MNXM700	 	cpd00581	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)/p-1/b2-1+
Kegg:C00183	success	L-valine	VAL	C00183	57762	6971018	HMDB00883	 	MTBLC57762	MNXM199	val__L	 	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1
Kegg:C00385	success	xanthine	XANTHINE	C00385	17712	1188	HMDB00292	1151	MTBLC17712	MNXM174	xan	cpd00309	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)
Kegg:C01762	success	xanthosine	XANTHOSINE	C01762	18107	64959	HMDB00299	1152	MTBLC18107	MNXM687	xtsn	cpd01217	InChI=1S/C10H12N4O6/c15-1-3-5(16)6(17)9(20-3)14-2-11-4-7(14)12-10(19)13-8(4)18/h2-3,5-6,9,15-17H,1H2,(H2,12,13,18,19)/t3-,5-,6-,9-/m1/s1
Kegg:C00986	success	propane-1,3-diamine	CPD-313	C00986	57484	4030255	HMDB00002	3247103	MTBLC57484	MNXM350	 	cpd00726	InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2/p+2
Kegg:C01234	success	1-aminocyclopropane-1-carboxylate	CPD-68	C01234	58360	6971063	HMDB36458	 	MTBLC58360	MNXM1128	 	cpd00909	InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)
Kegg:C11118	success	N-methylpyrrolidone	CPD-20950	C11118	7307	13387	 	12814	 	 	 	 	InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3
Kegg:C02494	success	1-methyladenosine	1-METHYLADENOSINE	C02494	16020	27476	HMDB03331	228756	MTBLC16020	MNXM4237	 	cpd01637	InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1
Kegg:C05127	success	Ntau-methylhistamine	N-METHYL-HISTAMINE	C05127	58600	25245502	HMDB00898	 	MTBLC58600	MNXM2840	 	cpd03051	InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3/p+1
Kegg:C02918	success	1-methylnicotinamide	CPD-396	C02918	16797	457	HMDB00699	444	MTBLC16797	MNXM2172	 	cpd01866	InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1
Kegg:C03283	success	L-2,4-diaminobutanoate	CPD-470	C03283	58761	6971272	HMDB06284	5342124	 	MNXM840	 	cpd02095	InChI=1S/C4H10N2O2/c5-2-1-3(6)4(7)8/h3H,1-2,5-6H2,(H,7,8)/p+1/t3-/m0/s1
Kegg:C11003	unknown	
Kegg:C00628	success	gentisate	CPD-633	C00628	58044	54675839	HMDB00152	144318	MTBLC58044	MNXM850	 	cpd00479	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)/p-1
Kegg:C02356	success	(S)-2-aminobutanoate	CPD0-1942	C02356	74359	6971252	HMDB00452	72524	MTBLC35619	MNXM17054	 	cpd01573	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1
Kegg:C00881	success	2'-deoxycytidine	DEOXYCYTIDINE	C00881	15698	13711	HMDB00014	13117	MTBLC15698	MNXM704	dcyt	cpd00654	InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1
Kegg:C06369	success	2-deoxy-D-glucose 6-phosphate	2-DEOXY-D-GLUCOSE-6-PHOSPHATE	C06369	84760	90659879	 	 	 	 	 	 	InChI=1S/C6H13O8P/c7-3-1-5(8)14-4(6(3)9)2-13-15(10,11)12/h3-9H,1-2H2,(H2,10,11,12)/p-2/t3-,4-,5?,6+/m1/s1
Kegg:C00330	success	2'-deoxyguanosine	DEOXYGUANOSINE	C00330	17172	135398592	HMDB00085	618	MTBLC17172	MNXM647	dgsn	cpd00277	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1
Kegg:C03264	success	(R)-2-hydroxy-3-methylpentanoate	CPD-17912	C03264	59783	21131687	 	144317	 	 	 	 	InChI=1S/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/p-1/t4?,5-/m1/s1
Kegg:C05984	success	(S)-2-hydroxybutanoate	CPD-3564	C05984	73709	6971087	HMDB00008	5341964	MTBLC73709	MNXM722772	 	cpd03561	InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m0/s1
Kegg:C02630	success	2-hydroxyglutarate	2-HYDROXYGLUTARIC_ACID	C02630	11596	4609868	HMDB59655	 	 	MNXM1210	 	 	InChI=1S/C5H8O5/c6-3(5(9)10)1-2-4(7)8/h3,6H,1-2H2,(H,7,8)(H,9,10)/p-2
Kegg:C02504	success	(2S)-2-isopropylmalate	3-CARBOXY-3-HYDROXY-ISOCAPROATE	C02504	1178	6419727	HMDB00402	4925359	 	MNXM985	3c3hmp	cpd01646	InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)/p-2/t7-/m0/s1
Kegg:C01198	success	melilotate	MELILOTATE	C01198	46957	6930705	HMDB33752	5304883	 	MNXM1133	 	cpd00882	InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)/p-1
Kegg:C01744	success	phloretate	PHLORETATE	C01744	16331	5460080	HMDB02199	4573750	 	MNXM4778	 	cpd01202	InChI=1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5,10H,3,6H2,(H,11,12)/p-1
Kegg:C05145	success	3-amino-2-methylpropanoate	3-AMINO-ISOBUTYRATE	C05145	142590	25201103	HMDB03911	 	 	 	 	 	InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)
Kegg:C06057	unknown	
Kegg:C03761	success	3-hydroxy-3-methylglutarate	CPD-547	C03761	17325	5459993	HMDB59737	4573695	 	MNXM1710	 	cpd02358	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)/p-2
Kegg:C00632	success	3-hydroxyanthranilate	3-HYDROXY-ANTHRANILATE	C00632	36559	54675871	HMDB01476	7822291	MTBLC36559	 	 	 	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)/p-1
Kegg:C01089	success	(R)-3-hydroxybutanoate	CPD-335	C01089	10983	6971058	HMDB00357	5341936	MTBLC10983	MNXM663	 	cpd00797	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1
Kegg:C11284	success	4-(indol-3-yl)butanoate	CPD-10507	C11284	143274	3702659	HMDB02096	2934315	MTBLC33070	MNXM18664	 	cpd08145	InChI=1S/C12H13NO2/c14-12(15)7-3-4-9-8-13-11-6-2-1-5-10(9)11/h1-2,5-6,8,13H,3-4,7H2,(H,14,15)/p-1
Kegg:C08262	success	3-methylbutanoate	ISOVALERATE	C08262	48942	3587356	HMDB00718	2823741	MTBLC48942	MNXM7454	 	cpd05178	InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)/p-1
Kegg:C02230	success	3-methylguanine	CPD-13319	C02230	46892	76292	HMDB01566	68771	 	MNXM14188	 	 	InChI=1S/C6H7N5O/c1-11-4-3(8-2-9-4)5(12)10-6(11)7/h2H,1H3,(H,8,9)(H2,7,10,12)
Kegg:C01152	success	Npi-methyl-L-histidine	CPD-1823	C01152	143076	6971061	HMDB00479	 	 	MNXM722872	 	cpd00848	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1
Kegg:C00197	success	3-phospho-D-glycerate	G3P	C00197	58272	25245548	HMDB60180	 	MTBLC58272	MNXM126	3pg	cpd00169	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/p-3/t2-/m1/s1
Kegg:C05607	success	(R)-3-(phenyl)lactate	CPD-5921	C05607	11009	5461132	HMDB00563	4574471	 	 	 	 	InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/p-1/t8-/m1/s1
Kegg:C05629	success	3-phenylpropanoate	3-PHENYLPROPIONATE	C05629	51057	4740700	HMDB00764	3927902	 	MNXM1403	pppn	cpd03343	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)/p-1
Kegg:C05135	unknown	
Kegg:C03678	success	4-amino-3-hydroxybutanoate	AMINOBUT-CPD	C03678	57630	14625150	HMDB61877	 	 	MNXM4592	 	cpd02309	InChI=1S/C4H9NO3/c5-2-3(6)1-4(7)8/h3,6H,1-2,5H2,(H,7,8)
Kegg:C05584	success	vanillyl mandelate	VANILLYL_MANDELATE	C05584	27622	6931438	HMDB00291	19951553	MTBLC27622	MNXM3383	 	cpd03314	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)/p-1/t8-/m1/s1
Kegg:C11527	success	4-hydroxymandelate	4-HYDROXYMANDELATE	C11527	32804	5460261	HMDB00822	4573861	 	MNXM4368	 	cpd08362	InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)/p-1
Kegg:C00847	success	4-pyridoxate	CPD-1112	C00847	30959	54718174	HMDB00017	4573868	MTBLC30959	MNXM1530	 	cpd00631	InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)/p-1
Kegg:C00430	success	5-aminolevulinate	5-AMINO-LEVULINATE	C00430	356416	7048523	HMDB01149	 	MTBLC356416	MNXM405	5aop	cpd00338	InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)
Kegg:C00431	success	5-aminopentanoate	5-AMINOPENTANOATE	C00431	356010	6992101	HMDB03355	 	MTBLC356010	MNXM792	 	cpd00339	InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)
Kegg:C05198	success	5'-deoxyadenosine	CH33ADO	C05198	17319	439182	HMDB01983	388325	MTBLC17319	MNXM316	dad_5	cpd03091	InChI=1S/C10H13N5O3/c1-4-6(16)7(17)10(18-4)15-3-14-5-8(11)12-2-13-9(5)15/h2-4,6-7,10,16-17H,1H3,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1
Kegg:C05635	success	5-hydroxyindole acetate	5-HYDROXYINDOLE_ACETATE	C05635	62622	3772821	HMDB00763	3001356	 	MNXM1961	 	cpd03346	InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)/p-1
Kegg:C16741	ambiguous	5-HYDROXY-L-LYSINE	CPD-14226
Kegg:C05660	success	5-methoxyindole acetate	CPD-12020	C05660	28281	6921702	HMDB04096	17924	 	MNXM38195	 	cpd03371	InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)/p-1
Kegg:C05659	success	5-methoxytryptamine	CPD-12018	C05659	2089	3639669	HMDB04095	1767	MTBLC2089	MNXM6360	 	cpd03370	InChI=1S/C11H14N2O/c1-14-9-2-3-11-10(6-9)8(4-5-12)7-13-11/h2-3,6-7,13H,4-5,12H2,1H3/p+1
Kegg:C03592	success	5-methyl-2'-deoxycytidine	CPD-20408	C03592	47876	440055	 	 	 	 	 	 	InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)/t6-,7+,8+/m0/s1
Kegg:C02376	success	5-methylcytosine	CPD0-2018	C02376	27551	65040	HMDB02894	13734114	MTBLC27551	MNXM3509	 	cpd01587	InChI=1S/C5H7N3O/c1-3-2-7-5(9)8-4(3)6/h2H,1H3,(H3,6,7,8,9)
Kegg:C00440	success	5-methyltetrahydropteroyl mono-L-glutamate	5-METHYL-THF	C00440	18608	135398560	HMDB01396	143	MTBLC18608	MNXM318	5mthf	cpd00345	InChI=1S/C20H25N7O6/c1-27-12(9-23-16-15(27)18(31)26-20(21)25-16)8-22-11-4-2-10(3-5-11)17(30)24-13(19(32)33)6-7-14(28)29/h2-5,12-13,22H,6-9H2,1H3,(H,24,30)(H,28,29)(H,32,33)(H4,21,23,25,26,31)/p-2/t12-,13-/m0/s1
Kegg:C00170	success	S-methyl-5'-thioadenosine	5-METHYLTHIOADENOSINE	C00170	17509	439176	HMDB01173	388321	MTBLC17509	MNXM150	5mta	cpd00147	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1
Kegg:C01879	success	5-oxo-L-proline	5-OXOPROLINE	C01879	58402	5289118	HMDB00267	4451146	 	MNXM722719	 	cpd01293	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/p-1/t3-/m0/s1
Kegg:C02378	success	6-aminohexanoate	CPD-884	C02378	57826	517030	HMDB01901	 	MTBLC57826	MNXM2339	 	cpd01588	InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)
Kegg:C06103	success	6-hydroxyhexanoate	CPD-102	C06103	32383	5460267	HMDB12843	4573864	 	MNXM1994	 	cpd03641	InChI=1S/C6H12O3/c7-5-3-1-2-4-6(8)9/h7H,1-5H2,(H,8,9)/p-1
Kegg:C01020	success	6-hydroxynicotinate	6-HYDROXY-NICOTINATE	C01020	57664	6920198	HMDB02658	5295249	 	MNXM773	 	cpd00752	InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)/p-1
Kegg:C02953	success	L-erythro-7,8-dihydrobiopterin	CPD-14202	C02953	43029	135398687	 	 	 	 	 	 	InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,6,15-16H,2H2,1H3,(H4,10,11,13,14,17)/t3-,6-/m0/s1
Kegg:C02242	success	N7-methylguanine	CPD0-2377	C02242	28664	135398679	HMDB00897	10466634	 	MNXM14199	 	 	InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)
