,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
R-GGA-203641,NOSTRIN mediated eNOS trafficking,15372,16238,17621,17627,29105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-204005,COPII-mediated vesicle transport,15377,15996,17552,30616,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,15351,15361,15367,15377,16238,16856,16891,17883,18420,28240,30616,43474,456216,57945,58937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2046105,Linoleic acid (LA) metabolism,15346,15377,15379,15508,15514,15530,15531,16027,16474,16526,17351,18009,18420,27979,29888,30616,57540,57945,63544,63546,63548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2046106,alpha-linolenic acid (ALA) metabolism,15346,15351,15377,15379,15531,16027,16238,16240,16474,16526,18009,18420,27432,28125,29888,30616,51985,57540,57945,63539,63540,63541,63542,63543,63545,65130,65131,65132,65139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-204626,Hypusine synthesis from eIF5A-lysine,15377,15378,15379,29033,57540,57945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-209905,Catecholamine biosynthesis,15372,15374,15377,15378,15379,15414,15765,16526,16680,18243,18315,18357,28694,28918,29033,38290,58315,58539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-209931,Serotonin and melatonin biosynthesis,15346,15351,15372,15374,15379,16526,17697,17780,28790,29033,57912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-209952,Peptide hormone biosynthesis,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-209968,Thyroxine biosynthesis,15377,15378,15379,15768,16240,16382,16474,17606,17621,18009,18332,27847,28774,29101,43451,57972,58315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,29985,58359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-210500,Glutamate Neurotransmitter Release Cycle,15377,15378,28938,29101,29103,29985,58359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-210990,PECAM1 interactions,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-210991,Basigin interactions,28815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-210993,Tie2 Signaling,15996,17552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211163,AKT-mediated inactivation of FOXO1A,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211916,Vitamins,15367,15377,15378,15379,16474,17933,18009,28940,50648,63795,63802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211935,Fatty acids,15377,15378,15379,15843,16474,18009,19138,30805,34130,34157,34450,34490,39567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211945,Phase I - Functionalization of compounds,133817,15377,15378,15379,15621,15760,15927,16113,16134,16238,16240,16474,16796,17002,17169,17594,17790,18009,18295,196991,21437,225238,2453,27398,27881,27958,28119,28694,28748,29108,31932,32682,3410,34560,35854,36141,40538,40574,41001,46640,47823,48416,55458,57540,57560,57762,57945,8050,81621,85505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211957,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,15377,15378,15379,16474,16580,16842,1784,18009,25858,27732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211958,Miscellaneous substrates,15367,15377,15378,15379,15843,16474,16881,17347,18009,31697,34477,63795,63998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211976,Endogenous sterols,15377,15378,15379,16113,16325,16422,16469,16474,16521,16755,16973,17026,17263,17500,17813,18009,28119,28834,30751,34310,36005,37623,37640,42977,62845,72790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211979,Eicosanoids,15554,15627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-211981,Xenobiotics,15377,15378,15379,16474,16842,17347,18009,18153,1864,2504,27510,27561,27999,28119,28794,30725,34477,34665,4026,45863,63799,63800,63804,63840,63859,64043,6532,7772,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-212676,Dopamine Neurotransmitter Release Cycle,18243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132263,Creation of classical C3 convertase,18420,23367,23367,29108,36080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132270,Lectin-mediated initiation of complement cascade,23367,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132273,Formation of membrane-bound convertase C3,18420,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132281,Regulation of complement cascades,15377,23367,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132285,Complement Cascade,23367,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132286,Classical antibody-mediated complement activation,29108,29108,36080,36080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132293,Formation of fluid-phase convertase C3,15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2132295,MHC class II antigen presentation,15377,15841,15996,17552,23367,36080,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),15377,15378,15379,15843,16474,18009,18420,34130,34157,34450,34490,63966,63969,63970,63974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142688,Synthesis of 5-eicosatetraenoic acids,15379,15632,15843,29033,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),15377,15379,15632,15647,15650,15651,15843,16856,16978,28666,29033,29105,29108,29985,30616,456216,57305,63983,63984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142700,Synthesis of Lipoxins (LX),15377,15378,15379,15628,15632,15651,29033,29108,57540,57945,63989,63990,63991,63992,6498,6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142712,Synthesis of 12-eicosatetraenoic acid derivatives,15377,15379,15626,15843,16856,17858,29033,34144,34145,34146,36190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142753,Arachidonic acid metabolism,10036,15346,15377,15843,16000,16110,17504,17984,2700,29108,545111,75627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,15379,15628,15843,29033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142789,Ubiquinol biosynthesis,15378,15414,16584,16680,17407,18420,29888,30763,50775,50776,61011,64136,64182,64183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),15377,15378,15379,15843,16474,18009,34306,63579,63994,63995,63998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2142850,Hyaluronan biosynthesis and export,16336,64024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2151201,Transcriptional activation of mitochondrial biogenesis,17154,29105,57540,76279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2160916,Hyaluronan uptake and degradation,15377,16336,17411,29108,4178,63563,64024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2161541,Abacavir metabolism,15377,15378,17202,17596,18420,29105,34660,57540,57945,64192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),10545,13719,15377,15378,15379,15551,15553,15554,15555,15627,15843,16474,16856,18009,26355,27647,30762,566274,63977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2168880,Scavenging of heme from plasma,15379,16113,16247,17002,17627,26355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-217106,Chk1-controlled and DNA-damage induced centrosome duplication,30616,456216,4705,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-217271,FMO oxidises nucleophiles,15377,15378,15379,15724,16238,16474,18009,18139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2173788,Downregulation of TGF-beta receptor signaling,15377,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2173789,TGF-beta receptor signaling activates SMADs,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2179392,EGFR Transactivation by Gastrin,15996,17552,17815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2187335,The retinoid cycle in cones (daylight vision),15346,15377,15378,15525,16066,16254,16302,16474,17336,17898,18009,30212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2299718,Condensation of Prophase Chromosomes,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2393930,Phosphate bond hydrolysis by NUDT proteins,15377,16027,16960,17797,18420,29035,29888,43474,63208,63211,63220,63223,63728,65119,65129,78679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2395516,Electron transport from NADPH to Ferredoxin,15378,16238,16474,17877,18009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",15377,16503,16633,18420,23367,29103,29888,30021,30616,43474,57972,9066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2424491,DAP12 signaling,15996,16618,17552,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2428928,IRS-related events triggered by IGF1R,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2428933,SHC-related events triggered by IGF1R,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2453902,The canonical retinoid cycle in rods (twilight vision),15377,15378,15379,15756,16066,16196,16302,16474,17336,17351,17616,17898,18009,25667,26753,30212,30616,32386,36005,43474,45021,456216,57540,57945,70760,70761,70762,72790,9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2454202,Fc epsilon receptor (FCERI) signaling,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2467813,Separation of Sister Chromatids,15346,15351,15996,17552,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2468052,Establishment of Sister Chromatid Cohesion,15346,15351,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2470946,Cohesin Loading onto Chromatin,23367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2485179,Activation of the phototransduction cascade,16356,29101,29108,30212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2500257,Resolution of Sister Chromatid Cohesion,15346,15351,15377,15996,17552,23367,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2514853,Condensation of Prometaphase Chromosomes,15377,36080,43474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",15377,15414,15996,16356,16680,17898,18420,29108,29888,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,16336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2559580,Oxidative Stress Induced Senescence,26523,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2559582,Senescence-Associated Secretory Phenotype (SASP),30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2559585,Oncogene Induced Senescence,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2562578,TRIF-mediated programmed cell death,16412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2565942,Regulation of PLK1 Activity at G2/M Transition,15996,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-264642,Acetylcholine Neurotransmitter Release Cycle,15354,15355,15378,17996,29101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-264876,Insulin processing,29105,29108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-265976,Homologous DNA pairing and strand exchange,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2672351,Stimuli-sensing channels,15378,17544,17775,17996,29101,29108,30616,35475,43474,456216,49713,76072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2682334,EPH-Ephrin signaling,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,16152,16618,18348,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2855086,Ficolins bind to repetitive carbohydrate structures on the target cell surface,28009,28640,28879,29108,37671,40356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2871796,FCERI mediated MAPK activation,15996,16618,17552,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2871809,FCERI mediated Ca+2 mobilization,15377,16595,16618,18035,18348,29034,29105,29108,30616,43474,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2871837,FCERI mediated NF-kB activation,18035,30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",30616,456216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-2995383,Initiation of Nuclear Envelope (NE) Reformation,15377,17154,30616,456216,57540,76279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3000170,Syndecan interactions,17815,18348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3000178,ECM proteoglycans,16336,64024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3000471,Scavenging by Class B Receptors,15904,16113,16247,16412,16749,17002,17855,18303,28640,37671,60156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3000480,Scavenging by Class A Receptors,16412,16670,16749,17202,17345,17411,18303,2181,28640,33697,3435,34674,4208,4705,53014,60125,60479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3000497,Scavenging by Class H Receptors,16670,18303,53014,60125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),16027,29888,30616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,61120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3214841,PKMTs methylate histone lysines,15414,16680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3214842,HDMs demethylate histones,15379,16526,16810,16842,30031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3214847,HATs acetylate histones,15346,15351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R-GGA-3214858,RMTs methylate histone arginines,15414,16680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
